id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
1NacL1muYFdpo0Ejuj363q,TOO BIZARRE (juked),Quest For Fire,7tWP3OG5dWphctKg4NMACt,"Skrillex, Swae Lee, Siiickbrain, Posij","5he5w2lnU9x7JFhnwcekXX, 1zNqQNIdeOUZHb8zbZRFMX, 1oPEr1Ci8sWOYj8SSh2VPE, 7nmucrDZXxIQNGLwCqPQpO",9,1,True,0.719,0.919,8,-3.962,0,0.171,0.00265,0.00165,0.144,0.841,80.005,208688,4,2023,2023-02-17
1QSLu85zGW5A4um7gowrRM,Ventura,Ventura,0sa4vLWfIzeW41aBAQZlMQ,Santero y Los Muchachos,1KX80l2v6D9jbexW3IkWvR,3,1,False,0.536,0.692,7,-11.087,1,0.041,0.289,0.0075,0.0967,0.938,79.152,269027,4,2017,2017-09-29
1dQEuPyUXdo0UnXXk098DU,Tell Me - Pt. 1 / Endel Chill Soundscape,Playing Robots Into Heaven (Endel Chillout Soundscape),1aNEVZZJsa4nFR9D3N6WXm,James Blake,53KwLdlmrlCelAZMaLVZqU,1,1,False,0.174,0.107,8,-29.353,1,0.0374,0.935,0.968,0.111,0.0358,70.93,187492,4,2023,2023-09-01
1hPzDGN1aY1ByLFvWKHoWT,Breeze,Breeze,40nqqZ48l7worpHDcaZG1f,The Deli,1EJzWKVDeysgbyuZGfEFde,1,1,False,0.683,0.154,10,-12.336,1,0.18,0.368,0.852,0.372,0.616,83.217,132000,4,2017,2017-02-13
20R4HfKloPKgXDqU7UKk3x,Therefore I Am,Happier Than Ever,0JGOiO34nwfUdDrD612dOp,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,14,1,False,0.879,0.365,2,-7.781,1,0.0924,0.227,0.135,0.0583,0.663,94.016,173539,4,2021,2021-07-30
3CWq0pAKKTWb0K4yiglDc4,You’re Losing Me (From The Vault),You're Losing Me (From The Vault),5q3jthpn2h59P7pe2gmAl7,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1,1,False,0.747,0.391,0,-13.767,1,0.052,0.529,0.003,0.111,0.195,102.984,277832,4,2023,2023-11-29
3LEAXQg3vnyLK184wPOGyT,It Don't Mean A Thing (If It Ain't Got That Swing),Ella Fitzgerald Sings The Duke Ellington Song Book,25eBsQypjHakiWu1OnPHCX,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,9,2,False,0.567,0.379,0,-12.373,1,0.11,0.657,0.0,0.103,0.739,144.293,254747,4,1957,1957-01-01
3MGjRKkAQCPKsDuBjLqkxW,Ageless,Ageless,6KxJpR7QzIdzHoaoFPPjvM,RAEN,6Ef9ReXA6rhVVdRmQKJrcJ,1,1,False,0.755,0.332,5,-14.287,0,0.0912,0.688,0.874,0.133,0.185,76.056,167961,4,2020,2020-05-29
3MR8qQiK1Bydhw9WjAzwzU,スパークル,Sketch,5aCgGOMefRFhsLgclMThoy,Lilas Ikuta,1qM11R4ylJyQiPJ0DffE9z,3,1,False,0.617,0.629,11,-4.122,1,0.0448,0.389,0.0,0.0798,0.603,149.858,210500,4,2023,2023-03-08
3z8Gx0Xb9HoyiUoeQnVfuh,After the Tone - Duñe Remix,After the Tone (Duñe Remix),28aEtzQxm1lEZ5tkKMlB6a,"Crayon, Duñe","1byiL1WtteUjvqT6GhlEfh, 7bupzBUhDSqBIAkoianGjC",1,1,False,0.758,0.479,10,-8.733,0,0.0779,0.671,0.671,0.0843,0.382,83.978,252395,4,2018,2018-06-27
4M5Mnz9ORqaMMUAgKtv3bI,It Don't Mean a Thing (If It Ain't Got That Swing),The Great Reunion,6wzvXoJA93qyTqjf4Ebeoz,"Louis Armstrong, Duke Ellington","19eLuQmk9aCobbVDHc6eek, 4F7Q5NV6h5TSwCainz8S5A",1,1,False,0.714,0.226,7,-13.247,0,0.197,0.543,0.0255,0.593,0.545,96.247,240040,4,1963,1963
4ak9GGe6afmi2HbxEjvhIC,Male Fantasy,Happier Than Ever,0JGOiO34nwfUdDrD612dOp,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,16,1,False,0.687,0.288,2,-10.415,1,0.045,0.863,0.0,0.0986,0.308,110.927,194887,4,2021,2021-07-30
50KlzyCCFLDePtIPMzPNUm,To Repair With Gold,Kintsugi,6i5Os8RbI60T3ezX7MzQIc,Calavera,5ulBCta8LCyqoVKskza0Tm,2,1,False,0.561,0.912,6,-7.088,0,0.0382,0.00121,0.0,0.127,0.294,123.015,236940,4,2018,2018-02-11
545g4jlvOqZo1sj6k1f9j9,Horizon,Modal Soul,6nVACH6a27eOWiumAJhDWS,Nujabes,3Rq3YOF9YG9YfCWD4D56RZ,14,1,False,0.625,0.91,7,-9.531,1,0.0345,0.029,0.825,0.0948,0.747,99.99,440093,4,2005,2005-11-11
59TXiPz4o4MGAlLLzHQrbN,Goodbye,Goodbye,09H97prq1TUxJzJilvivAG,myblu.,0uqprsGixB61xHIHLymNzY,1,1,False,0.429,0.403,0,-4.778,1,0.0324,0.786,0.0,0.106,0.366,115.698,293276,3,2023,2023-12-01
5e5MKPtJuFb8NaeSEyV5gD,Say You Will,808s & Heartbreak,3WFTGIO6E3Xh4paEOBY9OU,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,1,1,False,0.603,0.401,0,-10.155,0,0.0306,0.542,0.225,0.103,0.347,172.633,377600,4,2008,2008-11-24
6pXYzblMTG0OkKgTffGuMa,WAIYA,WAIYA,6J8WvxePbbNxHC9W7UXRAz,Vinida Weng,6oYvpkS6pM9ts4nbXRaINg,1,1,False,0.784,0.657,6,-7.368,0,0.0389,0.0843,1.37e-05,0.126,0.52,104.018,212452,4,2023,2023-11-20
